seed,model_variant,threshold_min,group,n_clinical_R1,n_geo_realizations,n_unique_origins,fnr,C,J,J_ind,E,D,joint_event_count,constrained_event_count
52,reweighing,60.0,0,7,700,689,0.2857142857142857,0.017142857142857144,0.008571428571428572,0.004897959183673469,0.0036734693877551027,0.2180232558139535,6,12
52,reweighing,60.0,1,35,3500,3332,0.2857142857142857,0.019428571428571427,0.005714285714285714,0.005551020408163265,0.00016326530612244955,0.008569861511038002,20,68
52,reweighing,60.0,ALL,42,4200,3953,0.2857142857142857,0.01904761904761905,0.006190476190476191,0.0054421768707483,0.0007482993197278909,0.040048543689320426,26,80
52,reweighing,90.0,0,7,700,689,0.2857142857142857,0.0,0.0,0.0,0.0,,0,0
52,reweighing,90.0,1,35,3500,3332,0.2857142857142857,0.0025714285714285713,0.0008571428571428571,0.0007346938775510204,0.00012244897959183673,0.04774181227919411,3,9
52,reweighing,90.0,ALL,42,4200,3953,0.2857142857142857,0.002142857142857143,0.0007142857142857143,0.0006122448979591836,0.00010204081632653064,0.04772130756382725,3,9
52,post_processing,30.0,0,7,700,689,0.2857142857142857,0.13142857142857142,0.041428571428571426,0.037551020408163265,0.003877551020408161,0.03396739130434784,29,92
52,post_processing,30.0,1,35,3500,3332,0.34285714285714286,0.14314285714285716,0.048,0.049077551020408165,-0.0010775510204081643,-0.008785363584268624,168,501
52,post_processing,30.0,ALL,42,4200,3953,0.3333333333333333,0.1411904761904762,0.04690476190476191,0.047063492063492064,-0.00015873015873015678,-0.0013090528955548852,197,593
52,post_processing,45.0,0,7,700,689,0.2857142857142857,0.04428571428571428,0.011428571428571429,0.012653061224489795,-0.0012244897959183664,-0.02893099956603501,8,31
52,post_processing,45.0,1,35,3500,3332,0.34285714285714286,0.05085714285714286,0.01685714285714286,0.01743673469387755,-0.0005795918367346928,-0.012007116330354672,59,178
52,post_processing,45.0,ALL,42,4200,3953,0.3333333333333333,0.049761904761904764,0.015952380952380954,0.016587301587301588,-0.000634920634920634,-0.01342734070318502,67,209
52,post_processing,60.0,0,7,700,689,0.2857142857142857,0.017142857142857144,0.008571428571428572,0.004897959183673469,0.0036734693877551027,0.2180232558139535,6,12
52,post_processing,60.0,1,35,3500,3332,0.34285714285714286,0.019428571428571427,0.0074285714285714285,0.006661224489795918,0.0007673469387755108,0.0402783491018785,26,68
52,post_processing,60.0,ALL,42,4200,3953,0.3333333333333333,0.01904761904761905,0.007619047619047619,0.006349206349206349,0.0012698412698412698,0.06796116504854371,32,80
52,post_processing,90.0,0,7,700,689,0.2857142857142857,0.0,0.0,0.0,0.0,,0,0
52,post_processing,90.0,1,35,3500,3332,0.34285714285714286,0.0025714285714285713,0.0008571428571428571,0.0008816326530612245,-2.448979591836739e-05,-0.009548362455838844,3,9
52,post_processing,90.0,ALL,42,4200,3953,0.3333333333333333,0.002142857142857143,0.0007142857142857143,0.0007142857142857143,0.0,0.0,3,9
53,none,30.0,0,13,1300,1261,0.15384615384615385,0.13230769230769232,0.02076923076923077,0.02035502958579882,0.00041420118343194964,0.003607949859805365,27,172
53,none,30.0,1,29,2900,2774,0.2413793103448276,0.14206896551724138,0.03482758620689655,0.034292508917954816,0.0005350772889417335,0.004390004058314856,101,412
53,none,30.0,ALL,42,4200,3950,0.21428571428571427,0.13904761904761906,0.030476190476190476,0.02979591836734694,0.0006802721088435375,0.005682506970541873,128,584
53,none,45.0,0,13,1300,1261,0.15384615384615385,0.04153846153846154,0.0038461538461538464,0.006390532544378698,-0.002544378698224852,-0.06390820997562571,5,54
53,none,45.0,1,29,2900,2774,0.2413793103448276,0.04758620689655172,0.016206896551724137,0.011486325802615932,0.004720570749108205,0.1041568281753403,47,138
53,none,45.0,ALL,42,4200,3950,0.21428571428571427,0.045714285714285714,0.012380952380952381,0.009795918367346938,0.002585034013605443,0.059256487025948074,52,192
53,none,60.0,0,13,1300,1261,0.15384615384615385,0.016153846153846154,0.0,0.002485207100591716,-0.002485207100591716,-0.1563721657544957,0,21
53,none,60.0,1,29,2900,2774,0.2413793103448276,0.018275862068965518,0.006206896551724138,0.00441141498216409,0.0017954815695600474,0.10007223757546838,18,53
53,none,60.0,ALL,42,4200,3950,0.21428571428571427,0.017619047619047618,0.004285714285714286,0.003775510204081632,0.000510204081632654,0.029476883572860324,18,74
53,none,90.0,0,13,1300,1261,0.15384615384615385,0.0015384615384615385,0.0,0.0002366863905325444,-0.0002366863905325444,-0.15408320493066255,0,2
53,none,90.0,1,29,2900,2774,0.2413793103448276,0.002758620689655172,0.0017241379310344827,0.0006658739595719382,0.0010582639714625446,0.3846818810511756,5,8
53,none,90.0,ALL,42,4200,3950,0.21428571428571427,0.002380952380952381,0.0011904761904761906,0.0005102040816326531,0.0006802721088435375,0.2863961813842482,5,10
53,reweighing,30.0,0,13,1300,1261,0.23076923076923078,0.13230769230769232,0.03307692307692308,0.03053254437869823,0.0025443786982248494,0.022163120567375877,43,172
53,reweighing,30.0,1,29,2900,2774,0.27586206896551724,0.14206896551724138,0.04103448275862069,0.03919143876337693,0.001843043995243758,0.015121125089751164,119,412
53,reweighing,30.0,ALL,42,4200,3950,0.2619047619047619,0.13904761904761906,0.03857142857142857,0.03641723356009071,0.002154195011337859,0.01799460540671599,162,584
53,reweighing,45.0,0,13,1300,1261,0.23076923076923078,0.04153846153846154,0.007692307692307693,0.009585798816568047,-0.0018934911242603544,-0.047559598121395874,10,54
53,reweighing,45.0,1,29,2900,2774,0.27586206896551724,0.04758620689655172,0.01689655172413793,0.013127229488703923,0.003769322235434006,0.08316804667905009,49,138
53,reweighing,45.0,ALL,42,4200,3950,0.2619047619047619,0.045714285714285714,0.014047619047619048,0.01197278911564626,0.002074829931972789,0.04756112774451099,59,192
53,reweighing,60.0,0,13,1300,1261,0.23076923076923078,0.016153846153846154,0.0015384615384615385,0.003727810650887574,-0.0021893491124260357,-0.13775643173610336,2,21
53,reweighing,60.0,1,29,2900,2774,0.27586206896551724,0.018275862068965518,0.006206896551724138,0.005041617122473246,0.0011652794292508917,0.06494754491652915,18,53
53,reweighing,60.0,ALL,42,4200,3950,0.2619047619047619,0.017619047619047618,0.004761904761904762,0.004614512471655329,0.00014739229024943352,0.00851554414327077,20,74
53,reweighing,90.0,0,13,1300,1261,0.23076923076923078,0.0015384615384615385,0.0,0.0003550295857988166,-0.0003550295857988166,-0.23112480739599384,0,2
53,reweighing,90.0,1,29,2900,2774,0.27586206896551724,0.002758620689655172,0.0017241379310344827,0.0007609988109393578,0.0009631391200951249,0.350103734439834,5,8
53,reweighing,90.0,ALL,42,4200,3950,0.2619047619047619,0.002380952380952381,0.0011904761904761906,0.0006235827664399094,0.0005668934240362812,0.23866348448687352,5,10
53,post_processing,30.0,0,13,1300,1261,0.15384615384615385,0.13230769230769232,0.02076923076923077,0.02035502958579882,0.00041420118343194964,0.003607949859805365,27,172
53,post_processing,30.0,1,29,2900,2774,0.5517241379310345,0.14206896551724138,0.07862068965517241,0.07838287752675387,0.0002378121284185436,0.001951112914806541,228,412
53,post_processing,30.0,ALL,42,4200,3950,0.42857142857142855,0.13904761904761906,0.060714285714285714,0.05959183673469388,0.0011224489795918363,0.009376136501394128,255,584
53,post_processing,45.0,0,13,1300,1261,0.15384615384615385,0.04153846153846154,0.0038461538461538464,0.006390532544378698,-0.002544378698224852,-0.06390820997562571,5,54
53,post_processing,45.0,1,29,2900,2774,0.5517241379310345,0.04758620689655172,0.028620689655172414,0.026254458977407847,0.002366230677764567,0.05220959397202196,83,138
53,post_processing,45.0,ALL,42,4200,3950,0.42857142857142855,0.045714285714285714,0.02095238095238095,0.019591836734693877,0.001360544217687075,0.031187624750498966,88,192
53,post_processing,60.0,0,13,1300,1261,0.15384615384615385,0.016153846153846154,0.0,0.002485207100591716,-0.002485207100591716,-0.1563721657544957,0,21
53,post_processing,60.0,1,29,2900,2774,0.5517241379310345,0.018275862068965518,0.01,0.010083234244946492,-8.323424494649165e-05,-0.0046391103511806975,29,53
53,post_processing,60.0,ALL,42,4200,3950,0.42857142857142855,0.017619047619047618,0.006904761904761905,0.007551020408163264,-0.000646258503401359,-0.03733738585895641,29,74
53,post_processing,90.0,0,13,1300,1261,0.15384615384615385,0.0015384615384615385,0.0,0.0002366863905325444,-0.0002366863905325444,-0.15408320493066255,0,2
53,post_processing,90.0,1,29,2900,2774,0.5517241379310345,0.002758620689655172,0.0017241379310344827,0.0015219976218787156,0.00020214030915576713,0.07347856154910093,5,8
53,post_processing,90.0,ALL,42,4200,3950,0.42857142857142855,0.002380952380952381,0.0011904761904761906,0.0010204081632653062,0.00017006802721088437,0.07159904534606204,5,10
54,none,30.0,0,7,700,692,0.14285714285714285,0.17,0.024285714285714285,0.024285714285714285,0.0,0.0,17,119
54,none,30.0,1,35,3500,3312,0.11428571428571428,0.148,0.015428571428571429,0.01691428571428571,-0.001485714285714283,-0.011782406148603333,54,518
54,none,30.0,ALL,42,4200,3933,0.11904761904761904,0.15166666666666667,0.016904761904761905,0.018055555555555554,-0.0011507936507936488,-0.00894418520014928,71,637
54,none,45.0,0,7,700,692,0.14285714285714285,0.06142857142857143,0.007142857142857143,0.008775510204081632,-0.0016326530612244894,-0.028317581678524648,5,43
54,none,45.0,1,35,3500,3312,0.11428571428571428,0.054,0.0054285714285714284,0.006171428571428571,-0.0007428571428571423,-0.014541875006991292,19,189
54,none,45.0,ALL,42,4200,3933,0.11904761904761904,0.05523809523809524,0.005714285714285714,0.006575963718820861,-0.0008616780045351468,-0.01651140155728588,24,232
54,none,60.0,0,7,700,692,0.14285714285714285,0.024285714285714285,0.005714285714285714,0.0034693877551020408,0.0022448979591836735,0.0947377486865903,4,17
54,none,60.0,1,35,3500,3312,0.11428571428571428,0.021142857142857144,0.002,0.002416326530612245,-0.00041632653061224496,-0.020116438680361615,7,74
54,none,60.0,ALL,42,4200,3933,0.11904761904761904,0.021666666666666667,0.002619047619047619,0.0025793650793650793,3.968253968253963e-05,0.0018720632008536603,11,91
54,none,90.0,0,7,700,692,0.14285714285714285,0.002857142857142857,0.0014285714285714286,0.0004081632653061224,0.0010204081632653062,0.35816618911174786,1,2
54,none,90.0,1,35,3500,3312,0.11428571428571428,0.004857142857142857,0.0008571428571428571,0.0005551020408163265,0.0003020408163265306,0.06248838898177704,3,17
54,none,90.0,ALL,42,4200,3933,0.11904761904761904,0.004523809523809524,0.0009523809523809524,0.0005385487528344671,0.0004138321995464853,0.09189440954694796,4,19
54,reweighing,30.0,0,7,700,692,0.14285714285714285,0.17,0.024285714285714285,0.024285714285714285,0.0,0.0,17,119
54,reweighing,30.0,1,35,3500,3312,0.14285714285714285,0.148,0.019428571428571427,0.02114285714285714,-0.0017142857142857133,-0.013595084017619247,68,518
54,reweighing,30.0,ALL,42,4200,3933,0.14285714285714285,0.15166666666666667,0.02023809523809524,0.021666666666666667,-0.0014285714285714284,-0.011103126455357715,85,637
54,reweighing,45.0,0,7,700,692,0.14285714285714285,0.06142857142857143,0.007142857142857143,0.008775510204081632,-0.0016326530612244894,-0.028317581678524648,5,43
54,reweighing,45.0,1,35,3500,3312,0.14285714285714285,0.054,0.0074285714285714285,0.0077142857142857135,-0.000285714285714285,-0.0055930288488428015,26,189
54,reweighing,45.0,ALL,42,4200,3933,0.14285714285714285,0.05523809523809524,0.007380952380952381,0.007891156462585034,-0.0005102040816326531,-0.00977648776418244,31,232
54,reweighing,60.0,0,7,700,692,0.14285714285714285,0.024285714285714285,0.005714285714285714,0.0034693877551020408,0.0022448979591836735,0.0947377486865903,4,17
54,reweighing,60.0,1,35,3500,3312,0.14285714285714285,0.021142857142857144,0.003142857142857143,0.0030204081632653063,0.00012244897959183673,0.005916599611871076,11,74
54,reweighing,60.0,ALL,42,4200,3933,0.14285714285714285,0.021666666666666667,0.0035714285714285713,0.0030952380952380953,0.000476190476190476,0.022464758410243924,15,91
54,reweighing,90.0,0,7,700,692,0.14285714285714285,0.002857142857142857,0.0014285714285714286,0.0004081632653061224,0.0010204081632653062,0.35816618911174786,1,2
54,reweighing,90.0,1,35,3500,3312,0.14285714285714285,0.004857142857142857,0.0008571428571428571,0.0006938775510204081,0.000163265306122449,0.03377750755771733,3,17
54,reweighing,90.0,ALL,42,4200,3933,0.14285714285714285,0.004523809523809524,0.0009523809523809524,0.0006462585034013605,0.00030612244897959193,0.06797668651418068,4,19
54,post_processing,30.0,0,7,700,692,0.14285714285714285,0.17,0.024285714285714285,0.024285714285714285,0.0,0.0,17,119
54,post_processing,30.0,1,35,3500,3312,0.14285714285714285,0.148,0.019428571428571427,0.02114285714285714,-0.0017142857142857133,-0.013595084017619247,68,518
54,post_processing,30.0,ALL,42,4200,3933,0.14285714285714285,0.15166666666666667,0.02023809523809524,0.021666666666666667,-0.0014285714285714284,-0.011103126455357715,85,637
54,post_processing,45.0,0,7,700,692,0.14285714285714285,0.06142857142857143,0.007142857142857143,0.008775510204081632,-0.0016326530612244894,-0.028317581678524648,5,43
54,post_processing,45.0,1,35,3500,3312,0.14285714285714285,0.054,0.0074285714285714285,0.0077142857142857135,-0.000285714285714285,-0.0055930288488428015,26,189
54,post_processing,45.0,ALL,42,4200,3933,0.14285714285714285,0.05523809523809524,0.007380952380952381,0.007891156462585034,-0.0005102040816326531,-0.00977648776418244,31,232
54,post_processing,60.0,0,7,700,692,0.14285714285714285,0.024285714285714285,0.005714285714285714,0.0034693877551020408,0.0022448979591836735,0.0947377486865903,4,17
54,post_processing,60.0,1,35,3500,3312,0.14285714285714285,0.021142857142857144,0.003142857142857143,0.0030204081632653063,0.00012244897959183673,0.005916599611871076,11,74
54,post_processing,60.0,ALL,42,4200,3933,0.14285714285714285,0.021666666666666667,0.0035714285714285713,0.0030952380952380953,0.000476190476190476,0.022464758410243924,15,91
54,post_processing,90.0,0,7,700,692,0.14285714285714285,0.002857142857142857,0.0014285714285714286,0.0004081632653061224,0.0010204081632653062,0.35816618911174786,1,2
54,post_processing,90.0,1,35,3500,3312,0.14285714285714285,0.004857142857142857,0.0008571428571428571,0.0006938775510204081,0.000163265306122449,0.03377750755771733,3,17
54,post_processing,90.0,ALL,42,4200,3933,0.14285714285714285,0.004523809523809524,0.0009523809523809524,0.0006462585034013605,0.00030612244897959193,0.06797668651418068,4,19
55,none,30.0,0,10,1000,982,0.3,0.151,0.038,0.0453,-0.007300000000000001,-0.05694272186210497,38,151
55,none,30.0,1,32,3200,3049,0.21875,0.1446875,0.028125,0.031650390625,-0.003525390624999996,-0.02848730815455114,90,463
55,none,30.0,ALL,42,4200,3942,0.23809523809523808,0.1461904761904762,0.030476190476190476,0.034807256235827665,-0.0043310657596371885,-0.03469881969512273,128,614
55,none,45.0,0,10,1000,982,0.3,0.058,0.014,0.0174,-0.0033999999999999985,-0.06223003148107473,14,58
55,none,45.0,1,32,3200,3049,0.21875,0.05625,0.0125,0.0123046875,0.00019531250000000104,0.00367917586460631,40,180
55,none,45.0,ALL,42,4200,3942,0.23809523809523808,0.056666666666666664,0.012857142857142857,0.013492063492063491,-0.000634920634920634,-0.01187754253644921,54,238
55,none,60.0,0,10,1000,982,0.3,0.026,0.004,0.0078,-0.0037999999999999996,-0.1500552835255094,4,26
55,none,60.0,1,32,3200,3049,0.21875,0.02375,0.005,0.0051953125,-0.00019531250000000017,-0.008423748231012884,16,76
55,none,60.0,ALL,42,4200,3942,0.23809523809523808,0.024285714285714285,0.004761904761904762,0.005782312925170068,-0.0010204081632653053,-0.04306261303935924,20,102
55,none,90.0,0,10,1000,982,0.3,0.004,0.0,0.0012,-0.0012,-0.30120481927710846,0,4
55,none,90.0,1,32,3200,3049,0.21875,0.0034375,0.001875,0.000751953125,0.001123046875,0.3278314661193306,6,11
55,none,90.0,ALL,42,4200,3942,0.23809523809523808,0.0035714285714285713,0.0014285714285714286,0.0008503401360544217,0.0005782312925170068,0.16248506571087218,6,15
55,reweighing,30.0,0,10,1000,982,0.2,0.151,0.027,0.0302,-0.0032000000000000015,-0.02496119314503234,27,151
55,reweighing,30.0,1,32,3200,3049,0.25,0.1446875,0.0325,0.036171875,-0.003671874999999998,-0.02967099131886769,104,463
55,reweighing,30.0,ALL,42,4200,3942,0.23809523809523808,0.1461904761904762,0.031190476190476192,0.034807256235827665,-0.0036167800453514726,-0.028976239483623406,131,614
55,reweighing,45.0,0,10,1000,982,0.2,0.058,0.01,0.011600000000000001,-0.0016000000000000007,-0.029284720696976352,10,58
55,reweighing,45.0,1,32,3200,3049,0.25,0.05625,0.014375,0.0140625,0.0003125000000000003,0.005886681383370118,46,180
55,reweighing,45.0,ALL,42,4200,3942,0.23809523809523808,0.056666666666666664,0.013333333333333334,0.013492063492063491,-0.00015873015873015678,-0.0029693856341123093,56,238
55,reweighing,60.0,0,10,1000,982,0.2,0.026,0.003,0.0052,-0.0021999999999999997,-0.08687411151476859,3,26
55,reweighing,60.0,1,32,3200,3049,0.25,0.02375,0.005625,0.0059375,-0.0003125000000000003,-0.013477997169620587,18,76
55,reweighing,60.0,ALL,42,4200,3942,0.23809523809523808,0.024285714285714285,0.005,0.005782312925170068,-0.0007823129251700676,-0.03301466999684208,21,102
55,reweighing,90.0,0,10,1000,982,0.2,0.004,0.0,0.0008,-0.0008,-0.20080321285140562,0,4
55,reweighing,90.0,1,32,3200,3049,0.25,0.0034375,0.001875,0.000859375,0.001015625,0.2964736737079164,6,11
55,reweighing,90.0,ALL,42,4200,3942,0.23809523809523808,0.0035714285714285713,0.0014285714285714286,0.0008503401360544217,0.0005782312925170068,0.16248506571087218,6,15
55,post_processing,30.0,0,10,1000,982,0.1,0.151,0.019,0.0151,0.003899999999999999,0.03042145414550816,19,151
55,post_processing,30.0,1,32,3200,3049,0.3125,0.1446875,0.041875,0.04521484375,-0.0033398437499999947,-0.026987976146416903,134,463
55,post_processing,30.0,ALL,42,4200,3942,0.2619047619047619,0.1461904761904762,0.03642857142857143,0.03828798185941044,-0.0018594104308390091,-0.014896875471204496,153,614
55,post_processing,45.0,0,10,1000,982,0.1,0.058,0.008,0.0058000000000000005,0.0021999999999999997,0.04026649095834248,8,58
55,post_processing,45.0,1,32,3200,3049,0.3125,0.05625,0.0178125,0.017578125,0.00023437499999999847,0.004415011037527561,57,180
55,post_processing,45.0,ALL,42,4200,3942,0.2619047619047619,0.056666666666666664,0.015476190476190477,0.014841269841269841,0.0006349206349206358,0.011877542536449182,65,238
55,post_processing,60.0,0,10,1000,982,0.1,0.026,0.002,0.0026,-0.0005999999999999998,-0.023692939504027802,2,26
55,post_processing,60.0,1,32,3200,3049,0.3125,0.02375,0.0075,0.007421875,7.812500000000007e-05,0.0033694992924051537,24,76
55,post_processing,60.0,ALL,42,4200,3942,0.2619047619047619,0.024285714285714285,0.006190476190476191,0.006360544217687075,-0.00017006802721088437,-0.007177102173226535,26,102
55,post_processing,90.0,0,10,1000,982,0.1,0.004,0.0,0.0004,-0.0004,-0.10040160642570281,0,4
55,post_processing,90.0,1,32,3200,3049,0.3125,0.0034375,0.001875,0.00107421875,0.0008007812499999998,0.23375808888508792,6,11
55,post_processing,90.0,ALL,42,4200,3942,0.2619047619047619,0.0035714285714285713,0.0014285714285714286,0.0009353741496598639,0.0004931972789115646,0.1385902031063322,6,15
56,none,30.0,0,6,600,594,0.3333333333333333,0.14166666666666666,0.045,0.04722222222222222,-0.0022222222222222227,-0.01827527127355799,27,85
56,none,30.0,1,36,3600,3394,0.1111111111111111,0.15305555555555556,0.015,0.017006172839506173,-0.0020061728395061734,-0.015476199688214107,54,551
56,none,30.0,ALL,42,4200,3931,0.14285714285714285,0.15142857142857144,0.019285714285714285,0.02163265306122449,-0.0023469387755102045,-0.01826440505685789,81,636
56,none,45.0,0,6,600,594,0.3333333333333333,0.041666666666666664,0.01,0.013888888888888888,-0.003888888888888888,-0.09739130434782611,6,25
56,none,45.0,1,36,3600,3394,0.1111111111111111,0.06,0.006388888888888889,0.006666666666666666,-0.00027777777777777696,-0.004925137903861301,23,216
56,none,45.0,ALL,42,4200,3931,0.14285714285714285,0.05738095238095238,0.006904761904761905,0.008197278911564625,-0.0012925170068027198,-0.023896390282553845,29,241
56,none,60.0,0,6,600,594,0.3333333333333333,0.008333333333333333,0.0033333333333333335,0.0027777777777777775,0.0005555555555555561,0.06722689075630256,2,5
56,none,60.0,1,36,3600,3394,0.1111111111111111,0.02638888888888889,0.002777777777777778,0.0029320987654320985,-0.00015432098765432063,-0.00600645694121181,10,95
56,none,60.0,ALL,42,4200,3931,0.14285714285714285,0.023809523809523808,0.002857142857142857,0.0034013605442176865,-0.0005442176870748294,-0.023414634146341456,12,100
56,none,90.0,0,6,600,594,0.3333333333333333,0.0016666666666666668,0.0,0.0005555555555555556,-0.0005555555555555556,-0.333889816360601,0,1
56,none,90.0,1,36,3600,3394,0.1111111111111111,0.004722222222222222,0.0002777777777777778,0.0005246913580246914,-0.0002469135802469136,-0.05253566679253337,1,17
56,none,90.0,ALL,42,4200,3931,0.14285714285714285,0.004285714285714286,0.0002380952380952381,0.0006122448979591836,-0.00037414965986394555,-0.0876773473617089,1,18
56,reweighing,30.0,0,6,600,594,0.3333333333333333,0.14166666666666666,0.045,0.04722222222222222,-0.0022222222222222227,-0.01827527127355799,27,85
56,reweighing,30.0,1,36,3600,3394,0.19444444444444445,0.15305555555555556,0.029166666666666667,0.029760802469135803,-0.0005941358024691354,-0.004583336061509569,105,551
56,reweighing,30.0,ALL,42,4200,3931,0.21428571428571427,0.15142857142857144,0.03142857142857143,0.032448979591836735,-0.0010204081632653045,-0.007941045676894715,132,636
56,reweighing,45.0,0,6,600,594,0.3333333333333333,0.041666666666666664,0.01,0.013888888888888888,-0.003888888888888888,-0.09739130434782611,6,25
56,reweighing,45.0,1,36,3600,3394,0.19444444444444445,0.06,0.011666666666666667,0.011666666666666667,0.0,0.0,42,216
56,reweighing,45.0,ALL,42,4200,3931,0.21428571428571427,0.05738095238095238,0.011428571428571429,0.012295918367346937,-0.0008673469387755085,-0.016035735584345373,48,241
56,reweighing,60.0,0,6,600,594,0.3333333333333333,0.008333333333333333,0.0033333333333333335,0.0027777777777777775,0.0005555555555555561,0.06722689075630256,2,5
56,reweighing,60.0,1,36,3600,3394,0.19444444444444445,0.02638888888888889,0.005277777777777778,0.005131172839506173,0.0001466049382716052,0.005706134094151216,19,95
56,reweighing,60.0,ALL,42,4200,3931,0.21428571428571427,0.023809523809523808,0.005,0.00510204081632653,-0.0001020408163265301,-0.004390243902439028,21,100
56,reweighing,90.0,0,6,600,594,0.3333333333333333,0.0016666666666666668,0.0,0.0005555555555555556,-0.0005555555555555556,-0.333889816360601,0,1
56,reweighing,90.0,1,36,3600,3394,0.19444444444444445,0.004722222222222222,0.0008333333333333334,0.0009182098765432099,-8.48765432098765e-05,-0.018059135459933345,3,17
56,reweighing,90.0,ALL,42,4200,3931,0.21428571428571427,0.004285714285714286,0.0007142857142857143,0.0009183673469387755,-0.00020408163265306118,-0.04782400765184122,3,18
56,post_processing,30.0,0,6,600,594,0.3333333333333333,0.14166666666666666,0.045,0.04722222222222222,-0.0022222222222222227,-0.01827527127355799,27,85
56,post_processing,30.0,1,36,3600,3394,0.05555555555555555,0.15305555555555556,0.009722222222222222,0.008503086419753086,0.001219135802469136,0.0094047675028378,35,551
56,post_processing,30.0,ALL,42,4200,3931,0.09523809523809523,0.15142857142857144,0.014761904761904763,0.014421768707482994,0.00034013605442176874,0.0026470152256315854,62,636
56,post_processing,45.0,0,6,600,594,0.3333333333333333,0.041666666666666664,0.01,0.013888888888888888,-0.003888888888888888,-0.09739130434782611,6,25
56,post_processing,45.0,1,36,3600,3394,0.05555555555555555,0.06,0.0044444444444444444,0.003333333333333333,0.0011111111111111113,0.019700551615445226,16,216
56,post_processing,45.0,ALL,42,4200,3931,0.09523809523809523,0.05738095238095238,0.005238095238095238,0.00546485260770975,-0.00022675736961451191,-0.004192349172377874,22,241
56,post_processing,60.0,0,6,600,594,0.3333333333333333,0.008333333333333333,0.0033333333333333335,0.0027777777777777775,0.0005555555555555561,0.06722689075630256,2,5
56,post_processing,60.0,1,36,3600,3394,0.05555555555555555,0.02638888888888889,0.001388888888888889,0.0014660493827160493,-7.716049382716032e-05,-0.003003228470605905,5,95
56,post_processing,60.0,ALL,42,4200,3931,0.09523809523809523,0.023809523809523808,0.0016666666666666668,0.0022675736961451243,-0.0006009070294784576,-0.02585365853658536,7,100
56,post_processing,90.0,0,6,600,594,0.3333333333333333,0.0016666666666666668,0.0,0.0005555555555555556,-0.0005555555555555556,-0.333889816360601,0,1
56,post_processing,90.0,1,36,3600,3394,0.05555555555555555,0.004722222222222222,0.0002777777777777778,0.0002623456790123457,1.5432098765432096e-05,0.003283479174533338,1,17
56,post_processing,90.0,ALL,42,4200,3931,0.09523809523809523,0.004285714285714286,0.0002380952380952381,0.00040816326530612246,-0.00017006802721088437,-0.039853339709867694,1,18
57,none,30.0,0,9,900,886,0.5555555555555556,0.16111111111111112,0.09333333333333334,0.08950617283950618,0.003827160493827156,0.028316967344142574,84,145
57,none,30.0,1,33,3300,3131,0.15151515151515152,0.14212121212121212,0.02,0.021533516988062443,-0.001533516988062443,-0.012577773191869784,66,469
57,none,30.0,ALL,42,4200,3941,0.23809523809523808,0.1461904761904762,0.03571428571428571,0.034807256235827665,0.0009070294784580477,0.007266768522538797,150,614
57,none,45.0,0,9,900,886,0.5555555555555556,0.06777777777777778,0.03888888888888889,0.037654320987654324,0.001234567901234565,0.01953926415131202,35,61
57,none,45.0,1,33,3300,3131,0.15151515151515152,0.05606060606060606,0.007575757575757576,0.008494031221303948,-0.0009182736455463723,-0.017352826341590383,25,185
57,none,45.0,ALL,42,4200,3941,0.23809523809523808,0.05857142857142857,0.014285714285714285,0.013945578231292517,0.00034013605442176874,0.00616849871078376,60,246
57,none,60.0,0,9,900,886,0.5555555555555556,0.02666666666666667,0.014444444444444444,0.014814814814814817,-0.00037037037037037333,-0.01426940639269414,13,24
57,none,60.0,1,33,3300,3131,0.15151515151515152,0.02212121212121212,0.0027272727272727275,0.0033516988062442608,-0.0006244260789715333,-0.028866031896965266,9,73
57,none,60.0,ALL,42,4200,3941,0.23809523809523808,0.023095238095238096,0.005238095238095238,0.005498866213151927,-0.0002607709750566895,-0.011558050307670265,22,97
57,none,90.0,0,9,900,886,0.5555555555555556,0.0044444444444444444,0.0011111111111111111,0.0024691358024691358,-0.0013580246913580246,-0.3069196428571429,1,4
57,none,90.0,1,33,3300,3131,0.15151515151515152,0.0018181818181818182,0.00030303030303030303,0.0002754820936639119,2.7548209366391155e-05,0.015179113539769279,1,6
57,none,90.0,ALL,42,4200,3941,0.23809523809523808,0.002380952380952381,0.0004761904761904762,0.0005668934240362812,-9.0702947845805e-05,-0.03818615751789975,2,10
57,reweighing,30.0,0,9,900,886,0.4444444444444444,0.16111111111111112,0.07888888888888888,0.07160493827160494,0.0072839506172839436,0.05389358300981956,71,145
57,reweighing,30.0,1,33,3300,3131,0.15151515151515152,0.14212121212121212,0.02,0.021533516988062443,-0.001533516988062443,-0.012577773191869784,66,469
57,reweighing,30.0,ALL,42,4200,3941,0.21428571428571427,0.1461904761904762,0.03261904761904762,0.0313265306122449,0.001292517006802718,0.010355145144617772,137,614
57,reweighing,45.0,0,9,900,886,0.4444444444444444,0.06777777777777778,0.03222222222222222,0.03012345679012346,0.002098765432098762,0.03321674905723049,29,61
57,reweighing,45.0,1,33,3300,3131,0.15151515151515152,0.05606060606060606,0.007575757575757576,0.008494031221303948,-0.0009182736455463723,-0.017352826341590383,25,185
57,reweighing,45.0,ALL,42,4200,3941,0.21428571428571427,0.05857142857142857,0.012857142857142857,0.012551020408163265,0.00030612244897959204,0.005551648839705381,54,246
57,reweighing,60.0,0,9,900,886,0.4444444444444444,0.02666666666666667,0.011111111111111112,0.011851851851851851,-0.0007407407407407397,-0.028538812785388112,10,24
